D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.i4home.livingpattern/html\forgetpwd.html,-,com.i4home.livingpattern,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.i4home.livingpattern/html\register.html,-,com.i4home.livingpattern,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.i4home.livingpattern/html\status.html,-,com.i4home.livingpattern,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.kenmore.roomac/html\skinLoader.html,-,com.kenmore.roomac,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.kornersafe.secure.igg/html\fob-setup-p2.html,-,com.kornersafe.secure.igg,-,onchange,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.kornersafe.secure.igg/html\profile.html,-,com.kornersafe.secure.igg,-,onchange,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.raincommander.rcdeviceapp/html\configure.html,-,com.raincommander.rcdeviceapp,-,onclick,-,6
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.raincommander.rcdeviceapp/html\index.html,-,com.raincommander.rcdeviceapp,-,onclick,-,17
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.sensodroid.s5000/html\index.html,-,com.sensodroid.s5000,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.siemens.smartthermostat/html\dashboard.template.html,-,com.siemens.smartthermostat,-,onload,-,4
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.Solivia/html\informations.html,-,com.Solivia,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.Solivia/html\plantDetails.html,-,com.Solivia,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.Solivia/html\plantMessageDetails.html,-,com.Solivia,-,onclick,-,5
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.Solivia/html\plantMessages.html,-,com.Solivia,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.Solivia/html\plantOverview.html,-,com.Solivia,-,onclick,-,6
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.Solivia/html\plantStatistics.html,-,com.Solivia,-,onclick,-,8
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\home.menu.html,-,com.tekmarconnect,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\home.old.html,-,com.tekmarconnect,-,onclick,-,5
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\home.old.html,-,com.tekmarconnect,-,onblur,-,4
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\home.old.html,-,com.tekmarconnect,-,onkeydown,-,4
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\home.schedule.html,-,com.tekmarconnect,-,onclick,-,5
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\line-boundaries.html,-,com.tekmarconnect,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\line-datasets.html,-,com.tekmarconnect,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.tekmarconnect/html\radar.html,-,com.tekmarconnect,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\DownloadCode.html,-,com.uei.ofa.smartcontrol,-,onkeyup,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\FilterableList.html,-,com.uei.ofa.smartcontrol,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\FilterableList.html,-,com.uei.ofa.smartcontrol,-,onblur,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\FilterableList.html,-,com.uei.ofa.smartcontrol,-,onfocus,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\ItemsList.html,-,com.uei.ofa.smartcontrol,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\SelectCodeLandscape.html,-,com.uei.ofa.smartcontrol,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\TestFunction.html,-,com.uei.ofa.smartcontrol,-,onclick,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uei.ofa.smartcontrol/html\TestFunction.html,-,com.uei.ofa.smartcontrol,-,onmousedown,-,2
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uxpsystems.knock/html\pinchzoom.html,-,com.uxpsystems.knock,-,ondragstart,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uxpsystems.knock/html\README.html,-,com.uxpsystems.knock,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.uxpsystems.knock/html\reference.html,-,com.uxpsystems.knock,-,onclick,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.worldexcel.thermostat.wifi/html\main.html,-,com.worldexcel.thermostat.wifi,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g0_con_top_confirm.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g0_sel_net_start.html,-,com.yamaha.avsetupguide,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g0_sel_net_start.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_con_spk1_layout.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_con_spk2_preparation.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_con_spk3_connection.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_con_spk4_biamp.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_con_spk6_connection_swfr.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_fin_end_message.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_sel_spk1_layout.html,-,com.yamaha.avsetupguide,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_sel_spk1_layout.html,-,com.yamaha.avsetupguide,-,onchange,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_sel_spk1_layout.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_sel_spk2_confirm.html,-,com.yamaha.avsetupguide,-,onclick,-,7
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_sel_spk2_confirm.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g1_set_pow_start.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g2_con_tv1_monitor.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g2_con_tv2_monitor.html,-,com.yamaha.avsetupguide,-,onload,-,1
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g2_sel_tv11_hdmi.html,-,com.yamaha.avsetupguide,-,onclick,-,3
D:\Research\IoT_Mobile_Project\iot_companion_appset\cordova_apps/com.yamaha.avsetupguide/html\g2_sel_tv11_hdmi.html,-,com.yamaha.avsetupguide,-,onload,-,1
